0.000000 0.770076 0.976067 
0.216958 0.014008 0.910550 
0.617366 0.734898 0.238797 
1.753976 0.075734 0.813683 
1.862074 0.872176 0.675470 
2.918953 0.774545 0.085743 
4.779591 0.185148 0.920976 
8.350235 0.498187 0.342850 
8.854231 0.101938 0.882459 
9.404507 0.894055 0.033879 
10.051032 0.283948 0.215232 
10.284613 0.141866 0.070234 
11.570816 0.896604 0.270051 
14.323388 0.069175 0.153420 
14.776067 0.588257 0.372511 
15.299723 0.849819 0.370786 
15.307551 0.313492 0.692281 
15.449436 0.269737 0.981018 
15.763729 0.171399 0.035007 
17.006560 0.401145 0.352957 
17.278185 0.031845 0.603380 
21.462114 0.527824 0.197793 
21.951416 0.456535 0.701683 
24.915375 0.044958 0.868367 
25.927634 0.903035 0.051365 
26.387022 0.097458 0.064216 
27.777798 0.320680 0.216050 
27.871100 0.037407 0.812781 
27.990709 0.380828 0.045514 
28.271319 0.961230 0.526515 
28.762615 0.138614 0.875916 
29.428314 0.792088 0.618108 
31.941204 0.240018 0.966121 
32.346021 0.385127 0.592200 
35.016020 0.100299 0.641659 
35.785214 0.890322 0.034819 
36.165303 0.056739 0.000557 
36.870886 0.785737 0.601419 
37.744981 0.196746 0.043713 
39.356911 0.221130 0.431962 
42.777066 0.202797 0.807841 
44.853221 0.849861 0.188585 
47.502880 0.507859 0.134708 
47.550079 0.406559 0.743056 
49.305318 0.632367 0.767915 
49.529569 0.143467 0.267422 
51.659653 0.733404 0.059224 
51.829217 0.534700 0.448024 
53.802980 0.373407 0.831298 
54.362235 0.236685 0.633875 
54.736997 0.171407 0.141203 
55.692971 0.425290 0.224891 
57.149427 0.043952 0.930966 
59.445591 0.303384 0.063519 
60.005780 0.260782 0.748093 
61.291711 0.101698 0.640858 
61.605450 0.061459 0.117715 
62.952585 0.086120 0.830445 
63.124251 0.026305 0.421259 
64.527878 0.857215 0.506536 
65.332707 0.805497 0.318762 
66.057704 0.071456 0.278910 
67.203253 0.140189 0.101151 
68.438905 0.364621 0.140027 
68.944530 0.382056 0.855735 
69.967892 0.132420 0.029180 
71.969568 0.197884 0.404405 
72.107560 0.954068 0.030172 
72.275626 0.154023 0.718570 
74.020235 0.874519 0.567439 
75.740086 0.996486 0.821703 
77.048023 0.006018 0.101527 
77.247196 0.589283 0.843657 
80.585854 0.428541 0.263623 
81.416645 0.389073 0.702418 
82.349695 0.047228 0.300097 
82.957642 0.297305 0.747695 
83.387426 0.040568 0.599155 
87.107482 0.667175 0.047333 
87.475275 0.535911 0.228524 
87.977297 0.968880 0.985018 
88.751450 0.123214 0.370342 
88.812393 0.509714 0.749991 
89.831399 0.849424 0.611846 
91.537215 0.563531 0.647325 
93.184184 0.363062 0.551161 
95.367399 0.992546 0.762299 
96.151794 0.246790 0.113258 
96.652049 0.183910 0.899126 
97.612550 0.871855 0.589778 
98.070940 0.455097 0.855097 
98.694912 0.282397 0.284340 
98.711075 0.410323 0.923329 
98.977423 0.907499 0.000566 
99.415606 0.689020 0.697891 
100.059384 0.786172 0.150557 
100.093570 0.034278 0.035058 
101.828878 0.641648 0.456384 
102.089018 0.860344 0.825265 
103.708925 0.354091 0.423729 
104.753204 0.604871 0.062842 
106.674506 0.595613 0.078530 
107.060603 0.352821 0.369172 
110.840653 0.136597 0.372748 
111.287803 0.407616 0.761672 
111.542764 0.708338 0.881482 
113.481930 0.694513 0.378424 
113.564410 0.223841 0.407863 
115.454619 0.905640 0.848228 
116.111762 0.154735 0.504087 
116.657000 0.858789 0.685220 
117.944173 0.929803 0.490157 
118.856383 0.813232 0.206451 
118.951794 0.698891 0.141466 
120.755386 0.294544 0.360140 
122.757780 0.991635 0.686382 
123.005810 0.768170 0.051070 
123.957344 0.643964 0.135471 
124.169013 0.210368 0.087627 
125.329047 0.878331 0.739133 
125.663090 0.210270 0.541130 
126.204424 0.932042 0.208927 
127.848811 0.926130 0.793911 
131.408809 0.882235 0.466516 
132.153359 0.752240 0.559827 
133.473854 0.376988 0.371331 
134.100084 0.820491 0.062645 
135.451922 0.047615 0.874416 
138.362928 0.853676 0.843265 
138.470509 0.240495 0.846759 
139.017954 0.006222 0.892995 
140.132818 0.438523 0.700476 
140.288680 0.235148 0.521987 
141.138615 0.058452 0.926532 
141.474445 0.985241 0.470005 
143.566965 0.906438 0.836262 
143.948494 0.549494 0.620837 
146.142706 0.728640 0.471094 
147.607138 0.598192 0.763071 
147.711852 0.797424 0.575816 
148.955849 0.017103 0.560823 
149.490185 0.787273 0.322568 
150.244850 0.089802 0.895045 
152.061581 0.875126 0.637702 
152.305963 0.846250 0.968243 
152.982530 0.991959 0.715117 
153.977699 0.743512 0.623250 
156.377652 0.680215 0.750551 
156.733050 0.879420 0.524410 
158.429221 0.102978 0.886338 
159.341478 0.041143 0.403401 
160.102255 0.790882 0.842370 
161.193496 0.607278 0.273302 
166.889470 0.094964 0.271783 
168.002611 0.016313 0.152940 
169.369163 0.647280 0.746582 
170.695151 0.358391 0.602860 
172.877434 0.771389 0.002155 
172.881948 0.386812 0.847066 
174.065571 0.953278 0.008944 
174.092056 0.544018 0.741490 
174.786522 0.550435 0.362560 
175.030765 0.214715 0.932692 
175.468809 0.249287 0.630207 
175.736763 0.514148 0.670940 
175.858282 0.192717 0.768581 
176.982229 0.474719 0.707829 
177.805672 0.830093 0.050114 
178.123850 0.695869 0.895252 
178.647960 0.539564 0.076446 
179.274903 0.415536 0.212310 
183.217649 0.825932 0.407088 
183.820235 0.018408 0.200554 
184.508003 0.600128 0.637185 
185.354823 0.800969 0.770254 
186.560678 0.141222 0.164197 
186.598026 0.558545 0.218151 
186.928129 0.162842 0.459216 
187.579041 0.777369 0.673057 
187.981270 0.412272 0.833038 
190.255270 0.329690 0.247633 
191.839771 0.922965 0.644850 
193.395494 0.374377 0.370762 
193.395656 0.296363 0.309360 
195.645541 0.226854 0.204281 
196.157722 0.283899 0.942525 
198.106610 0.011871 0.615848 
198.125202 0.465473 0.129606 
198.779174 0.105535 0.690054 
199.974526 0.960326 0.541327 
200.724144 0.798574 0.944627 
201.494806 0.638486 0.587676 
202.334139 0.183994 0.532122 
204.558565 0.345637 0.302707 
205.552708 0.929099 0.286117 
208.742399 0.618896 0.977275 
209.061051 0.459345 0.089371 
211.886591 0.029702 0.991041 
212.106475 0.064586 0.476289 
212.234919 0.418320 0.004587 
212.377776 0.365899 0.115000 
214.165594 0.475063 0.606210 
217.091874 0.478540 0.735479 
217.808220 0.547512 0.430645 
218.876625 0.050925 0.069330 
219.299413 0.719851 0.691457 
219.438235 0.162881 0.672836 
219.846889 0.330454 0.867752 
221.669075 0.865882 0.101320 
222.179901 0.795423 0.330183 
222.870809 0.541643 0.704754 
223.597090 0.131607 0.816739 
224.529245 0.862545 0.392620 
224.768962 0.351025 0.185038 
225.529598 0.074148 0.258066 
225.723562 0.967090 0.801219 
225.994538 0.097847 0.356377 
227.395019 0.719309 0.113558 
227.535164 0.908079 0.239387 
228.960222 0.089588 0.192189 
229.193813 0.260246 0.836732 
231.271562 0.938816 0.018409 
231.345630 0.891739 0.054828 
232.286822 0.560738 0.519098 
232.503867 0.642385 0.508409 
232.635220 0.433920 0.990307 
232.897215 0.500791 0.462996 
234.093018 0.576534 0.465328 
236.070485 0.901954 0.461003 
236.316933 0.294441 0.666317 
238.931427 0.668581 0.718196 
240.533224 0.057465 0.233456 
240.905597 0.666395 0.810656 
244.858672 0.726501 0.271891 
245.279175 0.906873 0.305449 
247.342152 0.144398 0.809011 
